11,present,0.65
11,present,0.62
11,present,0.71
14,present,0.63
14,present,0.67
11,present,0.67
14,present,0.59
14,present,0.59
11,present,0.64
11,present,0.67
11,present,0.64
11,present,0.67
11,present,0.64
11,present,0.65
